subj,task,time,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9
1,A,0.0,0.17384995355393143,1.4394444082924718,0.45372104087113185,0.09008997387064267,1.8802271747537296,0.2499113935646251,0.5359896981569493,-0.45036883035352365,-0.04199548608717737,-0.2758217396061797
1,A,0.1,-0.026403129317409513,1.5413735818699639,0.15852360726514425,-0.2896979347029581,1.961922451402634,-0.2464866032374209,-0.14532818903026387,0.7982965694169212,-0.3794746821577051,1.7196519546229365
1,A,0.2,0.2706591066531073,1.5751097673283743,0.2825851806371421,-0.0759575526385636,1.8943566988129783,0.1240044785673346,-0.5447444292672234,0.7646476129299256,-0.49387557097647106,-0.623912776295123
1,A,0.3,0.5989860476941867,1.0506291452363237,0.46959869215307193,-0.10249913742937629,1.882283479325448,0.02481526385137979,0.33220460970804944,-0.9375059346619106,-0.03590819371751908,0.9639074427263215
1,A,0.4,0.005897515397575603,1.7650788581141745,0.1455421781202936,0.4131820559985505,1.477168389085323,0.3840756561612193,1.0693640919095893,-0.8469650429850019,0.2749440330404555,-0.12269886994794861
1,A,0.5,0.027786376158832102,1.726838278817205,0.10648345324318202,-0.003652261872571755,1.6683138122391166,0.46531939015268353,0.33333896739187496,-0.9866464691453427,0.21089880960375573,0.2013368270003862
1,A,0.6,0.6842888445198695,1.0808626645035848,0.863327488525416,0.34319944928328283,1.257108456226301,0.668821981793112,0.5544728271782646,1.1661368959413547,-1.5105010252512532,-0.48418428541837005
1,A,0.7,0.4219329389404787,1.3703782546270704,0.5489672992768726,0.900200431265615,0.915695044443784,0.8196492022748885,1.4055094661362155,0.11188582391572216,0.12476622636401394,0.30368239116522366
1,A,0.8,0.010707023898042872,1.690352929907042,0.2206175669619099,0.6662723015305602,1.016580713784919,0.6520690165436388,0.513427694412939,0.03640080712029897,1.5155338464666859,-0.3005140159955927
1,A,0.9,0.38652670987050775,1.4024804183701636,0.27947966755839415,0.09800634876482514,1.847657585765226,0.4014010155005697,0.3998182995238463,0.4095321719206559,-0.3240621065115116,1.5550488543836125
1,A,1.0,0.055947048912180775,1.6229193851094028,0.31942586203904594,0.15773784349320158,1.6707651361597524,0.5536188051851223,0.24680231082179813,-0.49334473450307487,1.1132147215670314,-0.9893949732217981
1,A,1.1,0.07654488229233197,1.634391045252149,0.1160648032308119,0.4653895230335371,1.4623635793742515,0.825593386140268,0.4253752293193025,-0.015054628562752512,1.0059099570439252,-0.3863635186600951
1,A,1.2,0.3455283013380089,1.3842786199481996,0.760580475863062,-0.25121240293178465,2.102173999364001,-0.4951287743869808,-1.018209657184993,-0.6084747472795932,0.6941646036382703,-2.0298925343028027
1,A,1.3,-0.3876415097300998,2.184309992533827,-0.5254790733480134,0.05761547275245621,1.8679045495339521,0.15311718787764483,-0.3009315110721495,0.47326177236221983,1.5689890944890865,1.2038008245913967
